Date,Open,High,Low,Close,Volume
1985-11-10,0.0701284,0.0776377,0.0698227,0.0770464,1275752935
1985-11-17,0.0770464,0.0776377,0.0728185,0.0746418,801153694
1985-11-24,0.0746418,0.0752528,0.0707195,0.0713207,581120172
1985-12-01,0.0713207,0.0755289,0.0713207,0.0755289,655581155
1985-12-08,0.0755289,0.0776377,0.0734297,0.0740407,725097628
1985-12-15,0.0740407,0.0758441,0.0722076,0.0752528,1133131239
1985-12-22,0.0752528,0.085768,0.0752528,0.0839547,1701756968
1985-12-29,0.0839547,0.0848515,0.0809687,0.0839547,446898982
1986-01-05,0.0839547,0.0848515,0.08156,0.0839547,658080037
1986-01-12,0.0839547,0.0881925,0.0821514,0.0851571,2211739242
1986-01-19,0.0851571,0.0926865,0.0845459,0.0899665,2126405395
1986-01-26,0.0899665,0.0902817,0.0839547,0.0848515,819788935
1986-02-02,0.0848515,0.0914741,0.0824471,0.0866846,1882260517
1986-02-09,0.0866846,0.0914741,0.085768,0.0899665,1271020901
1986-02-16,0.0899665,0.0920853,0.0881925,0.0890794,765770625
1986-02-23,0.0890794,0.0966086,0.0872857,0.0948052,990695605
1986-03-02,0.0948052,0.100227,0.0932972,0.0939084,1032299099
1986-03-09,0.0939084,0.0966086,0.0908731,0.0926865,679400180
1986-03-16,0.0926865,0.0984022,0.0914741,0.0977914,907940405
1986-03-23,0.0974956,0.111038,0.0953768,0.103526,2044181997
1986-03-30,0.103526,0.108938,0.0990135,0.105932,1206395922
1986-04-06,0.105932,0.107124,0.0984022,0.100227,1273227549
1986-04-13,0.100227,0.104127,0.0984022,0.101417,752797963
1986-04-20,0.101417,0.112228,0.100227,0.111647,1121461001
1986-04-27,0.112228,0.122389,0.110159,0.12096,1877874238
1986-05-04,0.12096,0.122735,0.100827,0.114375,910891374
1986-05-11,0.114375,0.126084,0.114375,0.125248,1213520386
1986-05-18,0.125248,0.140276,0.124607,0.135131,2251269168
1986-05-25,0.135131,0.140542,0.12843,0.138727,1379482582
1986-06-01,0.138727,0.140542,0.136631,0.138727,617885431
1986-06-08,0.138727,0.14686,0.13786,0.141753,1366031340
1986-06-15,0.141753,0.141972,0.131831,0.136631,1130844967
1986-06-22,0.136631,0.138118,0.121829,0.135131,1579897265
1986-06-29,0.135131,0.13786,0.129099,0.134482,661535960
1986-07-06,0.134482,0.141753,0.130293,0.141113,574979323
1986-07-13,0.141113,0.141753,0.127562,0.139339,1487253004
1986-07-20,0.139339,0.140276,0.117333,0.119177,1940611786
1986-07-27,0.124025,0.130027,0.122735,0.127562,1198261318
1986-08-03,0.126991,0.127562,0.112544,0.11766,1815668376
1986-08-10,0.11766,0.122389,0.114644,0.118586,850679131
1986-08-17,0.119756,0.138727,0.119177,0.134184,1483717359
1986-08-24,0.134184,0.137517,0.130027,0.136049,910040664
1986-08-31,0.136905,0.142562,0.136049,0.138727,901480632
1986-09-07,0.139339,0.139339,0.127839,0.131831,768721611
1986-09-14,0.131514,0.135131,0.119177,0.119177,849110781
1986-09-21,0.12096,0.131831,0.120084,0.126084,964404385
1986-09-28,0.125542,0.136631,0.125542,0.12843,1201743813
1986-10-05,0.126084,0.130293,0.118586,0.126707,904192180
1986-10-12,0.126707,0.12843,0.12096,0.124607,558444378
1986-10-19,0.124301,0.132077,0.122735,0.126084,940000403
1986-10-26,0.125542,0.126084,0.12096,0.124025,659435947
1986-11-02,0.125542,0.130618,0.124025,0.130027,941834779
1986-11-09,0.130293,0.139339,0.126991,0.134184,1777627008
1986-11-16,0.134482,0.137517,0.130618,0.132077,664220908
1986-11-23,0.132077,0.138727,0.129425,0.135131,1420022855
1986-11-30,0.136049,0.154694,0.135131,0.150171,2316665122
1986-12-07,0.150171,0.164331,0.14686,0.164331,1879469212
1986-12-14,0.163731,0.164648,0.154033,0.154694,1542945920
1986-12-21,0.153759,0.159445,0.151698,0.158026,1051784955
1986-12-28,0.157699,0.159445,0.153759,0.153759,705133246
1987-01-04,0.153759,0.15561,0.150485,0.153167,616210774
1987-01-11,0.154694,0.171832,0.153759,0.170332,1815668247
1987-01-18,0.17065,0.192979,0.166696,0.18291,2258340630
1987-01-25,0.18291,0.209182,0.179696,0.188368,3089028679
1987-02-01,0.187463,0.214534,0.185708,0.208257,2506845113
1987-02-08,0.208257,0.210709,0.198292,0.20251,1515245770
1987-02-15,0.198292,0.23443,0.193495,0.23324,2239811633
1987-02-22,0.23324,0.252771,0.227277,0.229585,1643166475
1987-03-01,0.228438,0.267533,0.223551,0.26243,2453677708
1987-03-08,0.263621,0.264558,0.242829,0.252151,2131323366
1987-03-15,0.249519,0.254888,0.238343,0.238343,1445489939
1987-03-22,0.238343,0.261799,0.23443,0.256152,1598452816
1987-03-29,0.254888,0.257027,0.242829,0.243782,1264401682
1987-04-05,0.238343,0.269662,0.233553,0.269368,2454368883
1987-04-12,0.268155,0.272944,0.253068,0.263621,1465427751
1987-04-19,0.26243,0.274717,0.249519,0.268155,1479357703
1987-04-26,0.268155,0.289886,0.260635,0.280472,1833187044
1987-05-03,0.278631,0.300055,0.274717,0.300055,1643538610
1987-05-10,0.298193,0.308481,0.292416,0.296449,1216524342
1987-05-17,0.289569,0.298803,0.28197,0.294005,1261450800
1987-05-24,0.294005,0.294971,0.272324,0.278631,1235983691
1987-05-31,0.279861,0.302488,0.278068,0.296724,684504275
1987-06-07,0.298803,0.298803,0.289569,0.292121,803014484
1987-06-14,0.292121,0.301622,0.288268,0.296724,833426249
1987-06-21,0.296724,0.319284,0.285617,0.307988,1490017631
1987-06-28,0.309989,0.32499,0.300341,0.304166,732634101
1987-07-05,0.304166,0.307988,0.298803,0.305092,501023545
1987-07-12,0.306354,0.313882,0.274452,0.285617,1219302253
1987-07-19,0.292745,0.336419,0.291325,0.32499,1152098645
1987-07-26,0.32286,0.326792,0.304166,0.319284,579830780
1987-08-02,0.319284,0.32286,0.304166,0.309989,483132640
1987-08-09,0.307988,0.35479,0.300341,0.349401,852765993
1987-08-16,0.36292,0.37792,0.344295,0.368635,962676411
1987-08-23,0.372528,0.40443,0.36292,0.398745,908777863
1987-08-30,0.398745,0.402694,0.387655,0.391156,799571888
1987-09-06,0.393047,0.415545,0.376156,0.379801,963420658
1987-09-13,0.37792,0.417684,0.364774,0.409831,709785341
1987-09-20,0.411989,0.415545,0.383684,0.38944,584496411
1987-09-27,0.38944,0.43637,0.37792,0.432752,980155148
1987-10-04,0.432752,0.442085,0.408098,0.439948,842916626
1987-10-11,0.439948,0.449596,0.400497,0.407219,1032777634
1987-10-18,0.408098,0.411989,0.35752,0.36292,1648190891
1987-10-25,0.36292,0.36292,0.24532,0.267199,2566658587
1987-11-01,0.259373,0.323551,0.207899,0.290517,2303479505
1987-11-08,0.29155,0.297364,0.257561,0.28408,1398303842
1987-11-15,0.278324,0.301041,0.270875,0.280139,1221522163
1987-11-22,0.28408,0.289569,0.250081,0.267199,1367732535
1987-11-29,0.267199,0.28408,0.261502,0.263326,543065665
1987-12-06,0.253983,0.259373,0.223836,0.231445,1547172671
1987-12-13,0.23324,0.27262,0.23324,0.255826,1229497186
1987-12-20,0.259373,0.310205,0.257561,0.30445,1898077863
1987-12-27,0.30445,0.323551,0.302767,0.320505,662532854
1988-01-03,0.317816,0.329246,0.297364,0.315981,737698293
1988-01-10,0.321657,0.347843,0.297364,0.301041,1907382105
1988-01-17,0.301041,0.33853,0.29913,0.322584,1771805094
1988-01-24,0.323551,0.325284,0.287648,0.295197,2397851894
1988-01-31,0.297364,0.314131,0.29155,0.312375,1306590044
1988-02-07,0.314131,0.319567,0.289569,0.290517,1125820669
1988-02-14,0.289569,0.312375,0.28408,0.308481,990243687
1988-02-21,0.308481,0.321657,0.301041,0.314131,765664388
1988-02-28,0.312375,0.329246,0.310205,0.314131,982959686
1988-03-06,0.314131,0.353589,0.312375,0.352712,1494005222
1988-03-13,0.351794,0.359243,0.334676,0.344295,974293480
1988-03-20,0.344295,0.349724,0.332774,0.336696,1105364598
1988-03-27,0.334065,0.335593,0.301041,0.30182,1195483300
1988-04-03,0.301041,0.315981,0.29155,0.301041,1157721092
1988-04-10,0.29913,0.319007,0.289569,0.308481,1051386278
1988-04-17,0.314131,0.317816,0.289569,0.297364,1052715448
1988-04-24,0.29913,0.312375,0.293345,0.30182,1048315913
1988-05-01,0.302767,0.315981,0.301041,0.308481,761477497
1988-05-08,0.306658,0.324467,0.30445,0.310205,721575222
1988-05-15,0.310205,0.310205,0.297364,0.30445,595023415
1988-05-22,0.30445,0.315981,0.289569,0.29155,919438103
1988-05-29,0.289569,0.301041,0.28136,0.29913,749062941
1988-06-05,0.301041,0.325284,0.29913,0.323551,785548962
1988-06-12,0.321657,0.342471,0.321657,0.334676,1402291419
1988-06-19,0.33853,0.346077,0.332774,0.336696,909336039
1988-06-26,0.334065,0.3452,0.330182,0.33853,645439571
1988-07-03,0.334676,0.352712,0.334676,0.349724,710715862
1988-07-10,0.349724,0.35752,0.33853,0.340403,560158933
1988-07-17,0.342471,0.342471,0.332774,0.33853,516880579
1988-07-24,0.341563,0.346077,0.319567,0.319567,722465853
1988-07-31,0.321657,0.334676,0.317816,0.334065,683082007
1988-08-07,0.334676,0.344295,0.331029,0.332774,521758614
1988-08-14,0.334676,0.336696,0.314131,0.319567,630539368
1988-08-21,0.317816,0.325284,0.30445,0.306658,842371795
1988-08-28,0.302767,0.306658,0.295197,0.302767,744198138
1988-09-04,0.306658,0.309368,0.289569,0.29913,923930566
1988-09-11,0.301041,0.308481,0.28408,0.30445,907275953
1988-09-18,0.308481,0.321657,0.301041,0.317816,944440021
1988-09-25,0.315981,0.332774,0.310205,0.329246,632918550
1988-10-02,0.329246,0.332774,0.319567,0.325284,633357250
1988-10-09,0.323551,0.325284,0.288929,0.29913,1057394225
1988-10-16,0.297364,0.29913,0.282288,0.29155,1165230997
1988-10-23,0.289569,0.314131,0.287648,0.308481,962091549
1988-10-30,0.310205,0.310205,0.287648,0.289569,756253767
1988-11-06,0.29155,0.29155,0.276541,0.28408,1176542239
1988-11-13,0.280139,0.29913,0.278324,0.289569,872198693
1988-11-20,0.29155,0.295197,0.28408,0.285913,534292922
1988-11-27,0.282288,0.28408,0.267199,0.274452,719634664
1988-12-04,0.274452,0.300055,0.270875,0.295197,1122391491
1988-12-11,0.297364,0.301041,0.29155,0.29433,548169701
1988-12-18,0.295197,0.30445,0.287648,0.30182,866097825
1988-12-25,0.302767,0.315981,0.301041,0.309368,1065090231
1989-01-01,0.308481,0.312375,0.29913,0.302767,369128278
1989-01-08,0.302767,0.327382,0.301041,0.320505,1003960891
1989-01-15,0.323551,0.327382,0.310205,0.325284,810537696
1989-01-22,0.325284,0.331029,0.297364,0.308481,2187042869
1989-01-29,0.306658,0.316918,0.27262,0.282857,3473920969
1989-02-05,0.282857,0.302767,0.276541,0.295197,2595249379
1989-02-12,0.297364,0.297364,0.278324,0.280139,1125129600
1989-02-19,0.276541,0.280139,0.265148,0.276541,2171717359
1989-02-26,0.277476,0.28408,0.270875,0.270875,802708870
1989-03-05,0.270875,0.276541,0.255826,0.261502,1455193011
1989-03-12,0.263326,0.27262,0.257561,0.263326,1046322051
1989-03-19,0.263326,0.269071,0.255826,0.26243,964218286
1989-03-26,0.263326,0.267199,0.253983,0.258823,680503383
1989-04-02,0.257561,0.269071,0.252151,0.267858,780790606
1989-04-09,0.267199,0.282288,0.254888,0.28136,1084270271
1989-04-16,0.280139,0.297364,0.276541,0.29155,1156458336
1989-04-23,0.289569,0.313004,0.285913,0.30182,1687587788
1989-04-30,0.301041,0.30445,0.289569,0.293345,778929643
1989-05-07,0.289569,0.321657,0.289569,0.312375,1384506837
1989-05-14,0.312375,0.33853,0.312375,0.33853,1845694680
1989-05-21,0.336696,0.347843,0.336696,0.344295,1586782457
1989-05-28,0.344295,0.368635,0.340403,0.364774,1148031338
1989-06-04,0.36292,0.372528,0.353589,0.368635,630313314
1989-06-11,0.366813,0.368635,0.347843,0.353589,851184207
1989-06-18,0.351794,0.37792,0.327382,0.334676,1503110089
1989-06-25,0.334676,0.336696,0.315981,0.330182,840962765
1989-07-02,0.331029,0.332774,0.297364,0.310205,1121394439
1989-07-09,0.314131,0.315981,0.301041,0.310205,531129541
1989-07-16,0.308481,0.310205,0.297364,0.306658,1251455294
1989-07-23,0.306658,0.310205,0.29155,0.301041,1451112469
1989-07-30,0.29913,0.29913,0.28408,0.296449,1011111938
1989-08-06,0.295197,0.321657,0.293345,0.321657,841547563
1989-08-13,0.323551,0.344295,0.310205,0.315092,1129821553
1989-08-20,0.312375,0.319567,0.301041,0.317816,741114374
1989-08-27,0.317816,0.33853,0.315981,0.336696,887258391
1989-09-03,0.334676,0.33853,0.329246,0.335593,599409921
1989-09-10,0.334676,0.342471,0.331029,0.33853,440651713
1989-09-17,0.336696,0.351794,0.332774,0.33853,696666318
1989-09-24,0.334676,0.346077,0.323551,0.337583,635590168
1989-10-01,0.336696,0.344295,0.331029,0.334676,537416470
1989-10-08,0.334676,0.36292,0.324467,0.362072,1274662938
1989-10-15,0.361147,0.37919,0.33853,0.344295,1095860842
1989-10-22,0.336696,0.372528,0.319567,0.361147,1415104821
1989-10-29,0.361147,0.364774,0.334676,0.340403,897466613
1989-11-05,0.342471,0.351794,0.323551,0.325284,1029507919
1989-11-12,0.327382,0.353589,0.323551,0.351794,676569030
1989-11-19,0.349724,0.355402,0.329246,0.336696,516614884
1989-11-26,0.33853,0.349724,0.334676,0.336696,443987959
1989-12-03,0.336696,0.340403,0.319567,0.331029,715793349
1989-12-10,0.329246,0.344295,0.308481,0.314131,1169098993
1989-12-17,0.308481,0.312375,0.244395,0.253983,3427532394
1989-12-24,0.253983,0.280139,0.253983,0.274452,1454727917
1989-12-31,0.276541,0.276541,0.257561,0.265148,825943102
1990-01-07,0.265148,0.29155,0.263326,0.28408,873488043
1990-01-14,0.282288,0.285913,0.253983,0.259373,914267391
1990-01-21,0.259373,0.269071,0.242592,0.257561,1319350166
1990-01-28,0.255826,0.261502,0.242592,0.246404,888972954
1990-02-04,0.248307,0.261502,0.241605,0.257561,730892934
1990-02-11,0.257561,0.265148,0.242592,0.257561,1000252439
1990-02-18,0.257561,0.263326,0.252151,0.253983,591394788
1990-02-25,0.252151,0.259373,0.244395,0.250081,764627672
1990-03-04,0.248307,0.261502,0.248307,0.253983,678469695
1990-03-11,0.252151,0.282288,0.252151,0.277476,1183241595
1990-03-18,0.280139,0.306658,0.27262,0.302767,1399579853
1990-03-25,0.30445,0.323551,0.301041,0.317816,1703604649
1990-04-01,0.319567,0.326554,0.301041,0.302767,754605666
1990-04-08,0.301041,0.315981,0.297364,0.300055,788778960
1990-04-15,0.29913,0.331029,0.297364,0.325284,785362965
1990-04-22,0.327382,0.332774,0.29913,0.302767,1609790577
1990-04-29,0.302767,0.30445,0.286761,0.29433,976991717
1990-05-06,0.295197,0.306658,0.293345,0.301041,915330804
1990-05-13,0.29913,0.321657,0.29913,0.320505,878180029
1990-05-20,0.321657,0.321657,0.297364,0.29913,1038572884
1990-05-27,0.297364,0.319567,0.29155,0.301041,1474612357
1990-06-03,0.301041,0.315981,0.295197,0.306658,926097209
1990-06-10,0.306658,0.308481,0.282288,0.287648,1437089617
1990-06-17,0.28408,0.306658,0.28408,0.297364,885743065
1990-06-24,0.295197,0.320505,0.288929,0.312375,1087008435
1990-07-01,0.312375,0.337583,0.302767,0.336696,1093747308
1990-07-08,0.334676,0.33853,0.325284,0.336696,654424801
1990-07-15,0.33853,0.359243,0.336696,0.351794,1586104551
1990-07-22,0.351794,0.354495,0.301041,0.308481,1641013301
1990-07-29,0.308481,0.325284,0.301041,0.311448,844604776
1990-08-05,0.306658,0.329246,0.29913,0.310205,910333015
1990-08-12,0.293345,0.306658,0.287648,0.29155,806789470
1990-08-19,0.285913,0.302767,0.269071,0.274452,850134068
1990-08-26,0.274452,0.282288,0.252151,0.267199,683507332
1990-09-02,0.276541,0.288929,0.270875,0.278324,677220358
1990-09-09,0.274452,0.282288,0.264241,0.273909,347249883
1990-09-16,0.278324,0.278324,0.248307,0.255826,671518111
1990-09-23,0.255826,0.265148,0.23324,0.23715,758991857
1990-09-30,0.23715,0.23715,0.205013,0.218181,841388100
1990-10-07,0.222121,0.240688,0.197445,0.210709,1196108071
1990-10-14,0.216397,0.219974,0.192045,0.212395,907461956
1990-10-21,0.214218,0.238916,0.182318,0.235919,2449557148
1990-10-28,0.23715,0.23715,0.222989,0.225689,1007895181
1990-11-04,0.227541,0.243782,0.217312,0.238916,723396318
1990-11-11,0.242592,0.269071,0.240688,0.267199,1150809440
1990-11-18,0.267199,0.280139,0.261502,0.264241,976154179
1990-11-25,0.267199,0.278324,0.261502,0.273909,657415468
1990-12-02,0.270875,0.289569,0.270875,0.276541,794148913
1990-12-09,0.280139,0.321657,0.278324,0.319567,1658930758
1990-12-16,0.317816,0.319567,0.293345,0.300055,1291955639
1990-12-23,0.293345,0.340403,0.293345,0.33853,1471555328
1990-12-30,0.336696,0.33853,0.321657,0.323551,383775983
1991-01-06,0.323551,0.332774,0.315981,0.325284,582662145
1991-01-13,0.323551,0.355402,0.319567,0.353589,2064664724
1991-01-20,0.346077,0.396941,0.346077,0.37792,2763338146
1991-01-27,0.374364,0.403217,0.374364,0.402694,1725615901
1991-02-03,0.400497,0.435462,0.393047,0.419567,1795531267
1991-02-10,0.419567,0.453222,0.411989,0.450471,1994084826
1991-02-17,0.451429,0.462869,0.426988,0.433384,1835486434
1991-02-24,0.432752,0.468231,0.431855,0.449596,1024576616
1991-03-03,0.453222,0.454996,0.423104,0.434557,1349549323
1991-03-10,0.43637,0.513152,0.428822,0.488966,2014807086
1991-03-17,0.485093,0.50773,0.468231,0.498368,1205173063
1991-03-24,0.494722,0.528426,0.468231,0.47576,1937807258
1991-03-31,0.47788,0.528426,0.47576,0.511475,876319197
1991-04-07,0.511475,0.547444,0.50773,0.521723,1156897027
1991-04-14,0.520837,0.551091,0.50221,0.539856,1342996488
1991-04-21,0.464653,0.488966,0.447813,0.448334,3771844916
1991-04-28,0.447813,0.474007,0.434557,0.440903,1234481716
1991-05-05,0.439948,0.453222,0.353589,0.368635,4558829465
1991-05-12,0.364774,0.400497,0.36292,0.38541,1352367248
1991-05-19,0.393047,0.40443,0.349724,0.353589,2175864449
1991-05-26,0.355402,0.35752,0.331029,0.3452,1358880101
1991-06-02,0.346077,0.359243,0.340403,0.353589,1105656846
1991-06-09,0.353589,0.372528,0.343051,0.346917,1019312936
1991-06-16,0.346077,0.354495,0.306658,0.309368,1457705089
1991-06-23,0.308481,0.325284,0.306658,0.315981,1115904979
1991-06-30,0.314131,0.327382,0.302767,0.312375,1262952761
1991-07-07,0.317816,0.346077,0.314131,0.343051,1135616751
1991-07-14,0.340403,0.36292,0.33853,0.351794,1149706170
1991-07-21,0.351794,0.351794,0.317816,0.346077,1301472755
1991-07-28,0.344295,0.349724,0.334676,0.337583,609072923
1991-08-04,0.340403,0.37792,0.334676,0.376156,1150463717
1991-08-11,0.374364,0.38944,0.359243,0.381959,1040393987
1991-08-18,0.381959,0.413851,0.379801,0.400497,1108660964
1991-08-25,0.372528,0.417684,0.364774,0.398745,1366389982
1991-09-01,0.398745,0.408098,0.393047,0.398745,580362502
1991-09-08,0.396941,0.400497,0.379801,0.387655,409814722
1991-09-15,0.38944,0.402694,0.364774,0.365659,917696652
1991-09-22,0.370539,0.383684,0.349724,0.380678,983863653
1991-09-29,0.376156,0.381959,0.36292,0.368635,453651170
1991-10-06,0.370539,0.38944,0.35752,0.36292,561275378
1991-10-13,0.361147,0.368635,0.349724,0.364774,767804361
1991-10-20,0.368635,0.417684,0.366813,0.413851,1423571719
1991-10-27,0.415545,0.423104,0.381959,0.38541,924023738
1991-11-03,0.387655,0.396941,0.372528,0.383684,902437603
1991-11-10,0.381959,0.40443,0.35752,0.400497,1566831274
1991-11-17,0.402694,0.415545,0.374364,0.376156,1142275993
1991-11-24,0.376156,0.394801,0.374364,0.38541,1064518666
1991-12-01,0.383684,0.393047,0.376156,0.381959,373873463
1991-12-08,0.381959,0.391156,0.364774,0.366813,710277239
1991-12-15,0.368635,0.381959,0.364774,0.37919,583752070
1991-12-22,0.37919,0.391156,0.376156,0.37792,718172564
1991-12-29,0.379801,0.419567,0.376156,0.413851,704907231
1992-01-05,0.413851,0.453222,0.413851,0.443869,880067447
1992-01-12,0.442085,0.470073,0.432752,0.468231,1060012633
1992-01-19,0.468231,0.519063,0.462869,0.48725,2194685721
1992-01-26,0.485093,0.494722,0.458988,0.486304,1072121575
1992-02-02,0.48725,0.494722,0.472133,0.48725,751707954
1992-02-09,0.48725,0.50221,0.472133,0.481486,893930967
1992-02-16,0.481486,0.492947,0.468231,0.482375,587473773
1992-02-23,0.48327,0.492947,0.464653,0.488966,529853517
1992-03-01,0.498368,0.526652,0.490778,0.50773,997208647
1992-03-08,0.509604,0.515122,0.474007,0.481486,800967540
1992-03-15,0.479733,0.48725,0.462869,0.474884,706582117
1992-03-22,0.472133,0.481486,0.464653,0.47576,468897066
1992-03-29,0.474007,0.490778,0.454996,0.458988,912153947
1992-04-05,0.46074,0.46074,0.430644,0.443869,1141385471
1992-04-12,0.443869,0.46074,0.411989,0.417684,1383097909
1992-04-19,0.417684,0.458032,0.415545,0.443869,882101122
1992-04-26,0.443869,0.443869,0.421292,0.424999,995746485
1992-05-03,0.421292,0.457105,0.398745,0.445673,1077518052
1992-05-10,0.447813,0.47304,0.445673,0.466417,1011563888
1992-05-17,0.466417,0.47576,0.453222,0.455844,645186912
1992-05-24,0.462869,0.462869,0.442085,0.447813,733591074
1992-05-31,0.447813,0.455844,0.442085,0.449596,658890926
1992-06-07,0.430644,0.447813,0.402694,0.412935,1183427628
1992-06-14,0.413851,0.413851,0.402694,0.410708,675572062
1992-06-21,0.406272,0.406272,0.329246,0.336696,2041191203
1992-06-28,0.331029,0.349724,0.321657,0.340403,1404577552
1992-07-05,0.344295,0.372528,0.340403,0.347843,927997909
1992-07-12,0.349724,0.351794,0.327382,0.344295,990522844
1992-07-19,0.344295,0.368635,0.335593,0.33853,1174256368
1992-07-26,0.336696,0.347843,0.329246,0.3452,940558627
1992-08-02,0.344295,0.359243,0.340403,0.351794,731065732
1992-08-09,0.351794,0.355402,0.312375,0.326554,954940620
1992-08-16,0.325284,0.342471,0.323551,0.336696,760999018
1992-08-23,0.332774,0.340403,0.329246,0.335593,747600759
1992-08-30,0.332774,0.340403,0.325284,0.33853,652231607
1992-09-06,0.33853,0.370539,0.336696,0.355402,767126511
1992-09-13,0.351794,0.372528,0.349724,0.358181,753914422
1992-09-20,0.368635,0.376156,0.340403,0.349724,1068054243
1992-09-27,0.351794,0.359243,0.340403,0.342471,698194848
1992-10-04,0.33853,0.342471,0.323551,0.329246,763232036
1992-10-11,0.325284,0.340403,0.312375,0.326554,803958245
1992-10-18,0.325284,0.372528,0.325284,0.368635,998444795
1992-10-25,0.368635,0.376156,0.361147,0.366813,917896034
1992-11-01,0.366813,0.406272,0.364774,0.394801,1190299582
1992-11-08,0.394801,0.424999,0.387655,0.419567,1171145953
1992-11-15,0.421292,0.438193,0.411989,0.423104,674003663
1992-11-22,0.423104,0.447813,0.412935,0.432752,1112236465
1992-11-29,0.424999,0.432752,0.421292,0.424999,562631241
1992-12-06,0.423104,0.443869,0.418296,0.427876,797272499
1992-12-13,0.426988,0.442085,0.424999,0.432752,902716895
1992-12-20,0.432752,0.445673,0.409831,0.438193,1172887154
1992-12-27,0.438193,0.46074,0.43637,0.443869,824255007
1993-01-03,0.445673,0.457105,0.442085,0.449596,450434640
